,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classify,param_fs,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc_score,split1_test_roc_auc_score,split2_test_roc_auc_score,split3_test_roc_auc_score,split4_test_roc_auc_score,mean_test_roc_auc_score,std_test_roc_auc_score,rank_test_roc_auc_score,split0_test_n_features_in,split1_test_n_features_in,split2_test_n_features_in,split3_test_n_features_in,split4_test_n_features_in,mean_test_n_features_in,std_test_n_features_in,rank_test_n_features_in
0,8.565256643295289,3.974241843296876,2.707910585403442,0.07307983766179715,GaussianNB(),passthrough,"{'classify': GaussianNB(), 'fs': 'passthrough'}",0.8634783462633802,0.8607581262889129,0.8665373661985663,0.8985068177689176,0.8513544699718647,0.8681270252983284,0.01601679311329046,3,0.7865188810175726,0.7364351423289588,0.7387092629373164,0.8813756397639702,0.7727789348093791,0.7831635721714394,0.05277203952174093,7,0.837914343580242,0.8081316229323879,0.8173045990105284,0.8824769806062693,0.7958834239025774,0.828342194006401,0.030351502798908612,3,0.9905981407830668,0.9935394559318934,0.9994843715349667,0.9832116327962842,0.98363689671393,0.9900940995520282,0.006154113473063204,3,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
1,1151.249397468567,28.946688190606327,1.2742592811584472,0.09281910305438995,GaussianNB(),GATransformer(model=GaussianNB()),"{'classify': GaussianNB(), 'fs': GATransformer(model=GaussianNB())}",0.8428606501031131,0.857301384660709,0.8807080428164588,0.7627701206428392,0.8422019159477362,0.8371684228341714,0.0397338131401183,6,0.8002238639175377,0.8072246887808735,0.8060807234683319,0.7358218523796036,0.7388429609705175,0.7776388179033729,0.03300947491851036,8,0.8267303710453447,0.8490893769047666,0.8179297970155442,0.7479798627894173,0.7988707330596951,0.8081200281629535,0.034127563389533606,6,0.9935464355758837,0.9984627261157657,0.9998724076155253,0.977336758648907,0.9964393774425913,0.9931315410797346,0.008178629303560548,2,33.0,33.0,23.0,25.0,28.0,28.4,4.079215610874228,6
2,71.06971840858459,3.2976785086220954,3.1940289974212646,1.9783031528021426,RandomForestClassifier(),passthrough,"{'classify': RandomForestClassifier(), 'fs': 'passthrough'}",0.7323283904546793,0.9819306687616616,0.8833398801924777,0.9718794651844505,0.8414064686559396,0.8821769746498418,0.09177747108159023,1,0.759668689070455,0.9643691993011121,0.8994187932860688,0.9689444833613954,0.8255336267983108,0.8835869583634685,0.08097931994291582,2,0.7306969691889159,0.9716417347672626,0.8299056890646626,0.9108571244312587,0.7933801123291626,0.8472963259562525,0.08521333010402929,1,0.9436171038126654,0.999973725174498,0.9870715182844836,0.9979167974427908,0.9860519363148952,0.9829262162058665,0.020432792567442612,5,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
3,34.8401017665863,1.9587621885824018,0.7506032466888428,0.07020223861743054,RandomForestClassifier(),GATransformer(model=GaussianNB()),"{'classify': RandomForestClassifier(), 'fs': GATransformer(model=GaussianNB())}",0.6418688009427477,0.971963075714426,0.8598104684277718,0.9882892482041059,0.8885244452737173,0.8700912077125537,0.12399967666511413,2,0.7421918462099847,0.9543349013786915,0.899561964040002,0.9846944781623723,0.8652122154295108,0.8891990810441122,0.08444635234396872,1,0.621365517233858,0.9561637172408589,0.831971629514269,0.9632322790081506,0.8492341464875447,0.8443934578969362,0.12372101897391902,2,0.9009945526800929,0.9998206587831319,0.9888773255468842,0.9999040322196249,0.9961069208801101,0.9771406980219688,0.0382838124786742,6,33.0,33.0,23.0,25.0,28.0,28.4,4.079215610874228,6
4,71.8274778842926,3.2380063787353643,3.443816804885864,1.4608073486889213,LogisticRegression(),passthrough,"{'classify': LogisticRegression(), 'fs': 'passthrough'}",0.6887655897083375,0.8427526269272316,0.8906559952862614,0.8951777235476949,0.8796714115261295,0.839404669399131,0.07753977514214093,4,0.6564876285514085,0.7557401188065299,0.9024750219939425,0.8849505229860142,0.8084681993439812,0.8016242983363752,0.08981200143078491,6,0.7379738096377118,0.7903837355772246,0.8720889570520796,0.8639154026711412,0.816910295119693,0.8162544400115701,0.049369304715308114,4,0.9655177713829795,0.9761240320711466,0.9788111375502013,0.9790724669765442,0.9785790753160923,0.9756208966593928,0.005160776708094292,7,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
5,35.866281509399414,6.7086886587785655,0.7361051559448242,0.12818485616170594,LogisticRegression(),GATransformer(model=GaussianNB()),"{'classify': LogisticRegression(), 'fs': GATransformer(model=GaussianNB())}",0.704001767651969,0.8486006088579005,0.9088186192674065,0.8831134396221134,0.8431839496413122,0.8375436770081401,0.070914357686655,5,0.6566414915023788,0.777747490573265,0.9566432549563821,0.8626212307667785,0.843001666831022,0.8193310269259653,0.09948473686019375,5,0.7361547320801793,0.8095328914681389,0.9071700127058652,0.8275954721713138,0.7951128053238627,0.815113182749872,0.055309780637564226,5,0.988498453476967,0.9972800564366618,0.9999810573877381,0.9995444136149807,0.9990458944651849,0.9968699750763065,0.004285244927489318,1,33.0,33.0,23.0,25.0,28.0,28.4,4.079215610874228,6
6,14.144459962844849,1.4553951578371211,1.342261505126953,0.7034411537522003,LinearSVC(),passthrough,"{'classify': LinearSVC(), 'fs': 'passthrough'}",0.6706226063046253,0.8491161740155161,0.8997741333595207,0.8760280665229624,0.8552433233984258,0.8301568607202101,0.08171988335014455,7,0.6171404829676991,0.7880849497973471,0.8731002241551779,0.7486936045329773,0.7676945531713415,0.7589427629249086,0.0826688801080211,9,0.6524253110019207,0.8123740978137605,0.8787360716066094,0.8042936065273412,0.7904251105240618,0.7876508394947387,0.07413282787158466,8,0.9469041892378252,0.9778442197591841,0.9787997091511071,0.9782335376451893,0.9752780471531479,0.9714119405892907,0.012313116439828005,8,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
7,6.475298881530762,1.646360083829435,0.6921886920928955,0.020415862400466465,LinearSVC(),GATransformer(model=GaussianNB()),"{'classify': LinearSVC(), 'fs': GATransformer(model=GaussianNB())}",0.6528429735834234,0.8469606206422469,0.8773249533536286,0.8717218487766315,0.8331672059668367,0.8164035204645534,0.08335268256204396,8,0.6472115414421908,0.7835166131742874,0.7441039372979591,0.7724699303880336,0.721274721334419,0.733715348727378,0.04843074271050461,10,0.6819618562280477,0.806475305863303,0.8076143447700187,0.7963382658679543,0.7664361298022928,0.7717651805063234,0.04730079859310603,10,0.9566787235164177,0.9984035982371741,0.9891636626571219,0.978024856111154,0.9966656463410962,0.9837872973725927,0.015339321579512144,4,33.0,33.0,23.0,25.0,28.0,28.4,4.079215610874228,6
8,6.614150428771973,3.9323093266249365,38.25518727302551,3.4024382185970152,KNeighborsClassifier(),passthrough,"{'classify': KNeighborsClassifier(), 'fs': 'passthrough'}",0.6550869095551409,0.7045026023765099,0.8164637140331926,0.8700916728452953,0.8573006839864675,0.7806891165593213,0.08569979055537669,10,0.8232537145998151,0.7501675847595733,0.7913730761643852,0.9195960049692418,0.8725631815499817,0.8313907124085993,0.05956536621210513,3,0.7451947786648982,0.6984576253094825,0.7947828257005983,0.8506527528298874,0.817935747358817,0.7814047459727367,0.053851945353760415,9,0.8128905176819387,0.8297220966284811,0.8993464653393495,0.9309776274105865,0.9222864413325845,0.8790446296785881,0.04855539900009505,10,115.0,115.0,115.0,115.0,115.0,115.0,0.0,1
9,3.5083768367767334,1.389742905889269,10.593002128601075,1.6709441364881528,KNeighborsClassifier(),GATransformer(model=GaussianNB()),"{'classify': KNeighborsClassifier(), 'fs': GATransformer(model=GaussianNB())}",0.5871206913483257,0.7830943729745654,0.8721103800451734,0.8792540472063597,0.8531074001148979,0.7949373783378644,0.10934052902970555,9,0.7423044016214123,0.7893381141704908,0.8806281952402373,0.878847898118485,0.863403442026209,0.8309044102353669,0.05550664534611543,4,0.697109365457215,0.7444691858549746,0.8317502647040065,0.8329615402592612,0.8455287608593178,0.790363823426955,0.05894622127314712,7,0.7772783777214225,0.8864465882975313,0.9314926435926517,0.941138884277181,0.9218716767712559,0.8916456341320085,0.06009638765016168,9,33.0,33.0,23.0,25.0,28.0,28.4,4.079215610874228,6
